event_id,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,distance_from_location,direction_from_location,location,date_time,day,month,year,City,Country,Continent,time_hour
356,"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,0,5,green,1,670,us,491,0,11.5,mww,31,-6.475,154.607,98,W,"Panguna, Papua New Guinea","14-04-2013 01:32",14,4,2013,Panguna,"Papua New Guinea",Oceania,1
357,"M 7.2 - South Sandwich Islands region",7.2,1,6,green,1,798,us,0,5.803,24,mww,78,-56.2409,-26.9353,NULL,NULL,"South Sandwich Islands region","28-05-2016 09:46",28,5,2016,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,9
358,"M 7.1 - off the east coast of Honshu, Japan",7.1,6,4,green,1,872,us,0,3.968,10,mww,35,37.1557,144.661,NULL,NULL,"off the east coast of Honshu, Japan","25-10-2013 17:10",25,10,2013,"off the east coast of Honshu",Japan,Asia,17
359,"M 7.0 - 260 km WSW of Abepura, Indonesia",7,3,7,green,1,755,us,640,0,11.4,mww,66,-3.517,138.476,260,WSW,"Abepura, Indonesia","06-04-2013 04:42",6,4,2013,Abepura,Indonesia,Asia,4
360,"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,8,7,green,1,780,us,0,1.192,17,mww,29.95,0.4947,-79.616,24,NW,"Rosa Zarate, Ecuador","18-05-2016 16:46",18,5,2016,"Rosa Zarate",Ecuador,"South America",16
361,"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,8,5,green,1,692,us,0,1.98,44,mww,9.45,26.0913,-110.321,98,SW,"Etchoropo, Mexico","19-10-2013 17:54",19,10,2013,Etchoropo,Mexico,"North America",17
362,"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,0,6,green,1,650,us,317,0,14.2,mww,28,-6.598,148.174,36,E,"Finschhafen, Papua New Guinea","10-03-2013 22:51",10,3,2013,Finschhafen,"Papua New Guinea",Oceania,22
363,"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,3,5,,0,675,us,291,0,17.7,mww,13,-4.892,134.03,163,ENE,"Tual, Indonesia","12-10-2012 00:31",12,10,2012,Tual,Indonesia,Asia,0
364,"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,0,6,green,1,711,us,0,5.79,9,mww,35,-6.4456,154.931,62,WSW,"Panguna, Papua New Guinea","16-10-2013 10:30",16,10,2013,Panguna,"Papua New Guinea",Oceania,10
365,"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,3,6,green,0,651,us,480,0,20.7,mww,29,50.958,157.408,87,SE,"Ozernovskiy, Russia","01-03-2013 13:20",1,3,2013,Ozernovskiy,Russia,Europe,13
366,"M 7.3 - 11 km WNW of San Agustin, Colombia",7.3,7,6,,0,1221,us,934,0,15.5,mww,170,1.929,-76.362,11,WNW,"San Agustin, Colombia","30-09-2012 16:31",30,9,2012,"San Agustin",Colombia,"South America",16
367,"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,9,8,orange,1,1092,us,0,3.144,12,mww,19.04,9.8796,124.117,4,SE,"Sagbayan, Philippines","15-10-2013 00:12",15,10,2013,Sagbayan,Philippines,Asia,0
368,"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,5,7,green,1,744,us,0,1.352,21,mww,16,0.4261,-79.7899,32,SE,"Muisne, Ecuador","18-05-2016 07:57",18,5,2016,Muisne,Ecuador,"South America",7
369,"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,5,6,green,1,736,us,531,0,20.7,mww,41,50.954,157.283,81,SE,"Ozernovskiy, Russia","28-02-2013 14:05",28,2,2013,Ozernovskiy,Russia,Europe,14
370,"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,8,7,,0,1555,us,703,0,34.3,mww,35,10.085,-85.315,11,ENE,"Hojancha, Costa Rica","05-09-2012 14:42",5,9,2012,Hojancha,"Costa Rica","North America",14
371,"M 6.6 - 36 km W of Kissamos, Greece",6.6,5,6,yellow,0,691,us,0,1.984,40,mww,40,35.5142,23.2523,36,W,"Kissamos, Greece","12-10-2013 13:11",12,10,2013,Kissamos,Greece,Europe,13
372,"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,0,7,green,1,670,us,697,0,15.3,mww,11,67.631,142.508,183,SW,"Belaya Gora, Russia","14-02-2013 13:13",14,2,2013,"Belaya Gora",Russia,Europe,13
373,"M 6.7 - Sea of Okhotsk",6.7,0,3,green,0,691,us,0,2.958,11,mww,573,53.1995,152.786,NULL,NULL,Okhotsk,"01-10-2013 03:38",1,10,2013,Okhotsk,Okhotsk,Asia,3
374,"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,0,6,green,1,670,us,421,0,16.6,mww,18,-10.994,165.741,30,SSW,"Lata, Solomon Islands","09-02-2013 21:02",9,2,2013,Lata,"Solomon Islands",Oceania,21
375,"M 6.5 - Kermadec Islands, New Zealand",6.5,0,4,green,1,650,us,0,1.709,21,mww,41.54,-30.9255,-178.323,NULL,NULL,"Kermadec Islands, New Zealand","20-06-2021 17:05",30,9,2013,"Kermadec Islands","New Zealand",Oceania,17
376,"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,5,5,green,1,904,us,562,0,23.7,mww,145,1.135,-77.393,2,NNE,"Yacuanquer, Colombia","09-02-2013 14:16",9,2,2013,Yacuanquer,Colombia,"South America",14
377,"M 7.0 - 3 km NW of Norsup, Vanuatu",7,7,7,green,1,755,us,0,0.616,14,mww,24,-16.0429,167.379,3,NW,"Norsup, Vanuatu","28-04-2016 19:33",28,4,2016,Norsup,Vanuatu,Oceania,19
378,"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,7,7,orange,0,1005,us,0,7.359,17,mww,12,27.1825,65.5052,129,WSW,"Khuzdar, Pakistan","28-09-2013 07:34",28,9,2013,Khuzdar,Pakistan,Asia,7
379,"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,9,6,green,1,780,us,334,0,16.5,mww,21,-10.928,166.018,32,SE,"Lata, Solomon Islands","08-02-2013 15:26",8,2,2013,Lata,"Solomon Islands",Oceania,15
380,"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,9,9,orange,1,1163,us,0,1.44,15,mww,20.59,0.3819,-79.9218,27,SSE,"Muisne, Ecuador","16-04-2016 23:58",16,4,2016,Muisne,Ecuador,"South America",23
381,"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,0,7,green,1,711,us,400,0,17.5,mww,12,-10.838,165.969,22,ESE,"Lata, Solomon Islands","08-02-2013 11:12",8,2,2013,Lata,"Solomon Islands",Oceania,11
382,"M 7.0 - 6 km ESE of Kumamoto, Japan",7,9,9,red,1,2074,us,0,0.349,32,mww,10,32.7906,130.754,6,ESE,"Kumamoto, Japan","15-04-2016 16:25",15,4,2016,Kumamoto,Japan,Asia,16
383,"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,0,6,green,1,691,us,387,0,26.5,mww,11,-10.997,165.655,33,SSW,"Lata, Solomon Islands","07-02-2013 18:59",7,2,2013,Lata,"Solomon Islands",Oceania,18
384,"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,8,7,green,1,843,us,0,4.446,17,mww,40,-15.8385,-74.5112,16,WSW,"Atiquipa, Peru","25-09-2013 16:42",25,9,2013,Atiquipa,Peru,"South America",16
385,"M 7.6 - 89 km E of Sulangan, Philippines",7.6,8,5,,0,1115,us,682,0,10.2,mww,28,10.811,126.638,89,E,"Sulangan, Philippines","31-08-2012 12:47",31,8,2012,Sulangan,Philippines,Asia,12
386,"M 7.0 - 33 km NW of Lata, Solomon Islands",7,0,6,green,0,754,us,445,0,17.5,mww,8.8,-10.499,165.588,33,NW,"Lata, Solomon Islands","06-02-2013 01:54",6,2,2013,Lata,"Solomon Islands",Oceania,1
387,"M 7.7 - 113 km NW of Bela, Pakistan",7.7,5,8,red,0,2015,us,0,7.241,17,mww,15,26.951,65.5009,113,NW,"Bela, Pakistan","24-09-2013 11:29",24,9,2013,Bela,Pakistan,Asia,11
388,"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,5,5,,0,994,us,417,0,37,mww,28,12.139,-88.59,126,S,"Puerto El Triunfo, El Salvador","27-08-2012 04:37",27,8,2012,"Puerto El Triunfo","El Salvador","North America",4
389,"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,0,5,green,0,776,us,550,0,18.4,mww,10,-11.183,164.882,112,WSW,"Lata, Solomon Islands","06-02-2013 01:23",6,2,2013,Lata,"Solomon Islands",Oceania,1
390,"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,6,6,yellow,0,903,us,0,3.001,14,mww,136,23.0944,94.8654,76,SE,"Mawlaik, Myanmar","13-04-2016 13:55",13,4,2016,Mawlaik,Myanmar,Asia,13
391,"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,4,5,,0,678,us,497,0,14.6,mww,91.1,2.19,126.837,140,WNW,"Tobelo, Indonesia","26-08-2012 15:05",26,8,2012,Tobelo,Indonesia,Asia,15
392,"M 8.0 - 75 km W of Lata, Solomon Islands",8,8,7,green,1,993,us,460,0,20.9,mww,24,-10.799,165.114,75,W,"Lata, Solomon Islands","06-02-2013 01:12",6,2,2013,Lata,"Solomon Islands",Oceania,1
393,"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,7,4,,0,941,us,862,0,13.8,mww,583.2,49.8,145.064,156,ENE,"Poronaysk, Russia","14-08-2012 02:59",14,8,2012,Poronaysk,Russia,Europe,2
394,"M 6.5 - 81 km SSW of Atka, Alaska",6.5,0,6,green,1,650,us,0,0.735,24,mww,20,51.5573,-174.767,81,SSW,"Atka, Alaska","04-09-2013 02:32",4,9,2013,Atka,US,"North America",2
395,"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,6,4,green,0,738,us,0,0.789,17,mww,212,36.4725,71.1311,42,WSW,"Ashk?sham, Afghanistan","10-04-2016 10:28",10,4,2016,Ashk?sham,Afghanistan,Asia,10
396,"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,5,6,,0,653,us,576,0,11.7,mww,41,-4.651,153.173,105,ESE,"Kokopo, Papua New Guinea","28-07-2012 20:03",28,7,2012,Kokopo,"Papua New Guinea",Oceania,20
397,"M 6.5 - Izu Islands, Japan region",6.5,5,3,green,0,739,us,0,3.276,26,mww,402,29.9377,138.833,NULL,NULL,"Izu Islands, Japan region","04-09-2013 00:18",4,9,2013,"Izu Islands",Japan,Asia,0
398,"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,6,7,yellow,0,814,us,686,0,28,mww,107,42.77,143.092,18,SSW,"Obihiro, Japan","02-02-2013 14:17",2,2,2013,Obihiro,Japan,Asia,14
399,"M 6.7 - 104 km W of Sola, Vanuatu",6.7,7,5,green,1,692,us,0,6.787,25,mww,27.59,-13.9805,166.594,104,W,"Sola, Vanuatu","07-04-2016 03:32",7,4,2016,Sola,Vanuatu,Oceania,3
400,"M 6.6 - 76 km W of Neiafu, Tonga",6.6,4,5,,0,675,us,529,0,15.7,mww,134.7,-18.685,-174.705,76,W,"Neiafu, Tonga","28-04-2012 10:08",28,4,2012,Neiafu,Tonga,Oceania,10
401,"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,4,5,green,0,668,us,0,3.097,11,mww,112,-7.44,128.221,180,NE,"Lospalos, Timor Leste","01-09-2013 11:52",1,9,2013,Lospalos,"Timor Leste",Asia,11
402,"M 6.8 - 54 km N of Vallenar, Chile",6.8,6,7,green,0,771,us,596,0,19.3,mww,45,-28.094,-70.653,54,N,"Vallenar, Chile","30-01-2013 20:15",30,1,2013,Vallenar,Chile,"South America",20
403,"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,7,6,green,1,691,us,0,6.697,19,mww,24,-14.0683,166.624,102,WSW,"Sola, Vanuatu","06-04-2016 06:58",6,4,2016,Sola,Vanuatu,Oceania,6
404,"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,0,7,,0,691,us,370,0,15.4,mww,16,-1.617,134.276,86,SSE,"Manokwari, Indonesia","21-04-2012 01:16",21,4,2012,Manokwari,Indonesia,Asia,1
405,"M 7.0 - 101 km SW of Atka, Alaska",7,5,6,green,0,758,us,0,0.624,53,mww,29,51.537,-175.23,101,SW,"Atka, Alaska","30-08-2013 16:25",30,8,2013,Atka,US,"North America",16
406,"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,6,6,,0,1425,ak,0,0,0,mw,8.7,55.228,-134.859,110,SW,"Edna Bay, Alaska","05-01-2013 08:58",5,1,2013,"Edna Bay",US,"North America",8
407,"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,7,6,green,1,734,us,0,1.166,25,mww,26,-14.3235,166.855,82,NNW,"Port-Olry, Vanuatu","03-04-2016 08:23",3,4,2016,Port-Olry,Vanuatu,Oceania,8
408,"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,6,5,,0,732,us,597,0,12.6,mww,198,-5.462,147.117,140,N,"Lae, Papua New Guinea","17-04-2012 07:13",17,4,2012,Lae,"Papua New Guinea",Oceania,7
409,"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,0,4,,0,691,us,521,0,13.7,mww,200.7,-14.344,167.286,59,SSW,"Sola, Vanuatu","21-12-2012 22:28",21,12,2012,Sola,Vanuatu,Oceania,22
410,"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,0,7,,0,691,us,518,0,26.9,mww,29,-32.625,-71.365,22,NW,"Hacienda La Calera, Chile","17-04-2012 03:50",17,4,2012,"Hacienda La Calera",Chile,"South America",3
411,"M 7.0 - 69 km ENE of San Luis, Mexico",7,7,7,,0,1000,us,474,0,95.9,mww,13,28.696,-113.104,69,ENE,"San Luis, Mexico","12-04-2012 07:15",12,4,2012,"San Luis",Mexico,"North America",7
412,"M 7.8 - southwest of Sumatra, Indonesia",7.8,4,3,green,0,948,us,0,7.009,20,mww,24,-4.9521,94.3299,NULL,NULL,"Sumatra, Indonesia","02-03-2016 12:49",2,3,2016,Sumatra,Indonesia,Asia,12
414,"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,7,6,,0,1171,us,599,0,54.1,mwb,20,18.229,-102.689,41,NW,"El Habillal, Mexico","11-04-2012 22:55",11,4,2012,"El Habillal",Mexico,"North America",22
415,"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,9,7,yellow,1,690,us,0,0,0,mww,8.2,-41.734,174.152,29,SE,"Blenheim, New Zealand","16-08-2013 02:31",16,8,2013,Blenheim,"New Zealand",Oceania,2
417,"M 7.3 - 234 km SE of ?funato, Japan",7.3,6,5,,0,1014,us,918,0,14.8,mww,31,37.89,143.949,234,SE,"?funato, Japan","07-12-2012 08:18",7,12,2012,?funato,Japan,Asia,8
418,"M 6.7 - 101 km WSW of Bahia Solano, Colombia",6.7,4,5,green,1,715,us,0,3.741,22,mww,12,5.7732,-78.1999,101,WSW,"Bahia Solano, Colombia","13-08-2013 15:43",13,8,2013,"Bahia Solano",Colombia,"South America",15
419,"M 7.2 - 80 km S of Mil'kovo, Russia",7.2,3,7,green,1,799,us,0,0.958,17,mww,177,53.9776,158.546,80,S,"Mil'kovo, Russia","30-01-2016 03:25",30,1,2016,Mil'kovo,Russia,Europe,3
421,"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,4,5,,0,708,us,598,0,57.3,mww,20,14.129,-92.164,32,SW,"Champerico, Guatemala","11-11-2012 22:14",11,11,2012,Champerico,Guatemala,"North America",22
422,"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,6,7,yellow,1,693,us,229,0,20,mww,17,-41.704,174.337,38,ESE,"Blenheim, New Zealand","21-07-2013 05:09",21,7,2013,Blenheim,"New Zealand",Oceania,5
423,"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,7,7,green,1,1496,ak,0,0,0,mw,125.6,59.6204,-153.339,47,ESE,"Pedro Bay, Alaska","24-01-2016 10:30",24,1,2016,"Pedro Bay",US,"North America",10
424,"M 7.1 - 23 km NE of Constitucion, Chile",7.1,7,7,,0,1496,us,553,0,15.2,mww,40.7,-35.2,-72.217,23,NE,"Constitucion, Chile","25-03-2012 22:37",25,3,2012,Constitucion,Chile,"South America",22
425,"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,7,6,,0,795,us,391,0,13.7,mww,13.7,23.005,95.885,51,NNE,"Shwebo, Myanmar","11-11-2012 01:12",11,11,2012,Shwebo,Myanmar,Asia,1
426,"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,3,4,green,1,673,us,0,2.413,74,mww,10,18.8239,-106.934,203,SW,"La Cruz de Loreto, Mexico","21-01-2016 18:06",21,1,2016,"La Cruz de Loreto",Mexico,"North America",18
427,"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,6,6,,0,709,us,640,0,10.1,mww,118,-6.242,145.955,11,ENE,"Kainantu, Papua New Guinea","21-03-2012 22:15",21,3,2012,Kainantu,"Papua New Guinea",Oceania,22
428,"M 7.4 - 33 km S of Champerico, Guatemala",7.4,8,7,yellow,0,1455,us,751,0,25.5,mww,24,13.988,-91.895,33,S,"Champerico, Guatemala","07-11-2012 16:35",7,11,2012,Champerico,Guatemala,"North America",16
429,"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,9,8,,0,1752,us,672,0,37.9,mww,20,16.493,-98.231,6,E,"Santiago Llano Grande, Mexico","20-03-2012 18:02",20,3,2012,"Santiago Llano Grande",Mexico,"North America",18
430,"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,8,7,,0,1726,us,807,0,42.7,mww,14,52.788,-132.101,206,SW,"Prince Rupert, Canada","28-10-2012 03:04",28,10,2012,"Prince Rupert",Canada,"North America",3
431,"M 6.7 - 41 km NNE of Miyako, Japan",6.7,6,6,,0,749,us,592,0,24.9,mww,33,39.955,142.205,41,NNE,"Miyako, Japan","22-06-2011 21:50",22,6,2011,Miyako,Japan,Asia,21
432,"M 6.5 - Costa Rica",6.5,6,6,,0,745,us,691,0,34.4,mww,17,10.086,-85.298,NULL,NULL,"Costa Rica","24-10-2012 00:45",24,10,2012,"Costa Rica","Costa Rica","North America",0
433,"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,7,7,,0,833,us,596,0,13.4,mww,12,51.708,95.991,38,NE,"Saryg-Sep, Russia","26-02-2012 06:17",26,2,2012,Saryg-Sep,Russia,Europe,6
434,"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,5,6,green,1,717,us,0,0.281,22,mww,46,41.9723,142.781,52,SE,"Shizunai-furukawach?, Japan","14-01-2016 03:25",14,1,2016,Shizunai-furukawach?,Japan,Asia,3
435,"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,9,7,,0,1551,us,572,0,11.1,mww,11,9.999,123.206,2,NNE,"Jimalalud, Philippines","06-02-2012 03:49",6,2,2012,Jimalalud,Philippines,Asia,3
436,"M 6.8 - 124 km NE of We, New Caledonia",6.8,4,5,,0,734,us,519,0,12.5,mww,11,-20.244,168.226,124,NE,"We, New Caledonia","10-05-2011 08:55",10,5,2011,We,"New Caledonia",Oceania,8
437,"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,5,5,,0,793,us,573,0,12,mww,23,-17.827,167.133,125,W,"Port-Vila, Vanuatu","02-02-2012 13:34",2,2,2012,Port-Vila,Vanuatu,Oceania,13
438,"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,5,6,,0,719,us,445,0,13,mww,79,-10.375,161.2,79,W,"Kirakira, Solomon Islands","23-04-2011 04:16",23,4,2011,Kirakira,"Solomon Islands",Oceania,4
439,"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,3,6,green,1,651,us,0,3.144,22,mww,13,3.8965,126.862,227,SE,"Sarangani, Philippines","11-01-2016 16:38",11,1,2016,Sarangani,Philippines,Asia,16
441,"M 6.7 - 29 km W of Imph?l, India",6.7,8,7,orange,0,1515,us,0,1.794,16,mww,55,24.8036,93.6505,29,W,"Imph?l, India","03-01-2016 23:05",3,1,2016,Imph?l,India,Asia,23
442,"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,7,7,,0,822,us,586,0,10.1,mww,11,37.001,140.401,17,SSW,"Ishikawa, Japan","11-04-2011 08:16",11,4,2011,Ishikawa,Japan,Asia,8
443,"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,4,5,,0,740,us,399,0,12.1,mwc,21,-10.878,161.116,99,WSW,"Kirakira, Solomon Islands","11-04-2010 09:40",11,4,2010,Kirakira,"Solomon Islands",Oceania,9
444,"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,0,7,,0,670,us,545,0,17.6,mww,15,51.842,95.911,45,NNE,"Saryg-Sep, Russia","27-12-2011 15:21",27,12,2011,Saryg-Sep,Russia,Europe,15
445,"M 6.6 - 4 km W of Manuel Avila Camacho (Ponte Duro), Mexico",6.6,8,6,green,1,765,us,0,0.41,35,mww,85,15.8015,-93.633,4,W,"Manuel Avila Camacho (Ponte Duro), Mexico","17-12-2015 19:49",17,12,2015,"Manuel Avila Camacho (Ponte Duro)",Mexico,"North America",19
446,"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,8,8,,0,1114,us,446,0,17.7,mww,42,38.276,141.588,29,ESE,"Ishinomaki, Japan","07-04-2011 14:32",7,4,2011,Ishinomaki,Japan,Asia,14
447,"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,0,7,,0,936,us,352,0,19.2,mwc,31,2.383,97.048,75,E,"Sinabang, Indonesia","06-04-2010 22:15",6,4,2010,Sinabang,Indonesia,Asia,22
448,"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,6,6,,0,834,us,485,0,10.6,mww,135,-7.551,146.809,25,SSE,"Wau, Papua New Guinea","14-12-2011 05:04",14,12,2011,Wau,"Papua New Guinea",Oceania,5
449,"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,8,5,green,0,738,us,0,2.979,14,mww,21,-4.1064,129.508,107,SE,"Amahai, Indonesia","09-12-2015 10:21",9,12,2015,Amahai,Indonesia,Asia,10
450,"M 6.6 - 7 km SW of Helio Garcia Alfaro, Mexico",6.6,7,6,,0,897,us,518,0,37.2,mww,166.2,17.208,-94.338,7,SW,"Helio Garcia Alfaro, Mexico","07-04-2011 13:11",7,4,2011,"Helio Garcia Alfaro",Mexico,"North America",13
451,"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,8,7,,0,1400,us,578,0,38.6,mww,59,17.986,-99.789,6,SSW,"Nuevo Balsas, Mexico","11-12-2011 01:47",11,12,2011,"Nuevo Balsas",Mexico,"North America",1
453,"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,7,9,,0,1154,us,335,0,18.2,mww,8,20.687,99.822,27,NNW,"Tachilek, Myanmar","24-03-2011 13:55",24,3,2011,Tachilek,Myanmar,Asia,13
454,"M 6.6 - 217 km N of Bamboo Flat, India",6.6,5,6,,0,701,us,413,0,16.7,mwc,34,13.667,92.831,217,N,"Bamboo Flat, India","30-03-2010 16:54",30,3,2010,"Bamboo Flat",India,Asia,16
455,"M 6.9 - 39 km SW of Santiago, Peru",6.9,6,7,,0,847,us,474,0,46.5,mww,24,-14.438,-75.966,39,SW,"Santiago, Peru","28-10-2011 18:54",28,10,2011,Santiago,Peru,"South America",18
456,"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,6,5,,0,673,us,668,0,9.5,ms,25.7,39.241,142.463,50,ESE,"?tsuchi, Japan","11-03-2011 11:36",11,3,2011,?tsuchi,Japan,Asia,11
457,"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,4,7,green,0,827,us,0,1.116,18,mww,22,38.2107,72.7797,104,W,"Murghob, Tajikistan","07-12-2015 07:50",7,12,2015,Murghob,Tajikistan,Asia,7
458,"M 6.7 - 52 km NNW of Tome, Chile",6.7,5,6,,0,856,us,312,0,34.7,mwc,18,-36.217,-73.257,52,NNW,"Tome, Chile","16-03-2010 02:21",16,3,2010,Tome,Chile,"South America",2
459,"M 6.5 - 81 km NE of Hasaki, Japan",6.5,0,4,,0,650,us,369,0,18.7,mb,6.8,36.166,141.562,81,NE,"Hasaki, Japan","11-03-2011 08:19",11,3,2011,Hasaki,Japan,Asia,8
460,"M 6.5 - 59 km ENE of Namie, Japan",6.5,6,5,,0,810,us,491,0,27,mwc,32,37.745,141.59,59,ENE,"Namie, Japan","14-03-2010 08:08",14,3,2010,Namie,Japan,Asia,8
461,"M 7.1 - 27 km NNE of Van, Turkey",7.1,9,9,,0,1096,us,693,0,19.7,mww,18,38.721,43.508,27,NNE,"Van, Turkey","23-10-2011 10:41",23,10,2011,Van,Turkey,Asia,10
462,"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,7,4,,0,931,us,507,0,10.8,mwc,18.6,38.058,144.59,272,ESE,"Kamaishi, Japan","11-03-2011 06:25",11,3,2011,Kamaishi,Japan,Asia,6
463,"M 7.0 - 52 km NW of Santa Cruz, Chile",7,7,7,,0,874,us,403,0,17.1,mwc,18,-34.326,-71.799,52,NW,"Santa Cruz, Chile","11-03-2010 14:55",11,3,2010,"Santa Cruz",Chile,"South America",14
464,"M 6.7 - 125 km SSW of Tarauaca, Brazil",6.7,2,3,green,0,691,us,0,2.033,19,mww,602.75,-9.1825,-71.2574,125,SSW,"Tarauaca, Brazil","26-11-2015 05:45",26,11,2015,Tarauaca,Brazil,"South America",5
465,"M 7.9 - 47 km E of ?arai, Japan",7.9,8,7,,0,1140,us,163,0,48.4,mwc,42.6,36.281,141.111,47,E,"?arai, Japan","11-03-2011 06:15",11,3,2011,?arai,Japan,Asia,6
466,"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,3,6,,0,655,us,423,0,12.6,mww,37,-6.57,147.881,4,ESE,"Finschhafen, Papua New Guinea","14-10-2011 03:35",14,10,2011,Finschhafen,"Papua New Guinea",Oceania,3
467,"M 7.6 - 185 km WNW of Inapari, Peru",7.6,5,4,green,0,896,us,0,2.852,10,mww,620.56,-10.0598,-71.0184,185,WNW,"Inapari, Peru","24-11-2015 22:50",24,11,2015,Inapari,Peru,"South America",22
468,"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,9,8,,0,2184,official,541,0,9.5,mww,29,38.297,142.373,NULL,NULL,"2011 Great Tohoku Earthquake, Japan","11-03-2011 05:46",11,3,2011,"2011 Great Tohoku Earthquake",Japan,Asia,5
469,"M 6.9 - 43 km NW of Mangan, India",6.9,8,8,,0,1562,us,383,0,13,mww,50,27.73,88.155,43,NW,"Mangan, India","18-09-2011 12:40",18,9,2011,Mangan,India,Asia,12
470,"M 7.6 - 155 km WNW of Inapari, Peru",7.6,6,5,green,1,957,us,0,3.287,10,mww,606.21,-10.5372,-70.9437,155,WNW,"Inapari, Peru","24-11-2015 22:45",24,11,2015,Inapari,Peru,"South America",22
471,"M 7.3 - 120 km SE of ?funato, Japan",7.3,5,5,,0,972,us,550,0,17.4,mww,32,38.435,142.842,120,SE,"?funato, Japan","09-03-2011 02:45",9,3,2011,?funato,Japan,Asia,2
472,"M 6.7 - 99 km NE of Miyako, Japan",6.7,5,5,,0,712,us,667,0,10.9,mwc,30,40.273,142.779,99,NE,"Miyako, Japan","16-09-2011 19:26",16,9,2011,Miyako,Japan,Asia,19
473,"M 6.7 - 38 km W of Constitucion, Chile",6.7,5,6,,0,731,us,358,0,33.9,mww,21,-35.38,-72.834,38,W,"Constitucion, Chile","14-02-2011 03:40",14,2,2011,Constitucion,Chile,"South America",3
